"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"IDA total","IDA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","824","812","801","791","780","767","757","745","732","718","702","687","666","644","620","598","575","560","538","532","517","498","486","474","463","452","","",
"IDA blend","IDB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","776","764","753","745","743","739","741","741","738","733","724","715","693","668","642","619","588","578","549","564","549","525","516","513","510","506","","",
"Indonesia","IDN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","446","417","391","368","347","326","312","299","287","276","265","253","241","231","221","212","200","190","181","173","165","156","148","140","133","126","","",
"IDA only","IDX","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","848","835","824","813","798","780","764","746","729","711","692","674","654","632","610","588","569","552","532","516","501","484","470","454","438","424","","",
"Isle of Man","IMN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556","538","521","504","488","471","453","434","414","395","374","354","335","316","298","280","265","250","237","225","215","206","197","189","181","174","","",
"Not classified","INX","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","10","10","9","9","10","9","9","9","9","9","9","8","7","7","8","7","7","8","9","7","8","8","8","8","8","","",
"Iran, Islamic Rep.","IRN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","113","103","94","87","80","73","66","60","55","51","46","43","39","36","34","32","30","29","28","27","27","26","26","26","25","","",
"Iraq","IRQ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","101","98","98","92","87","81","75","70","66","63","61","59","57","55","54","52","52","52","52","51","51","51","50","50","50","","",
"Iceland","ISL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6","6","6","6","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","3","3","4","4","3","","",
"Israel","ISR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","10","10","9","10","9","9","9","9","8","8","8","8","7","7","7","6","6","6","6","6","5","5","5","5","","",
"Italy","ITA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","7","7","7","7","6","6","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","","",
"Jamaica","JAM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","78","78","79","80","81","83","85","87","88","89","90","90","90","90","92","91","93","93","93","93","93","92","91","90","89","","",
"Jordan","JOR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110","105","102","99","96","93","91","88","84","80","77","73","70","68","65","62","60","59","58","58","59","59","59","59","59","58","","",
"Japan","JPN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","13","12","12","11","11","11","10","10","10","10","9","8","8","8","7","7","6","6","6","6","6","6","6","6","5","","",
"Kazakhstan","KAZ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","77","80","87","86","92","91","87","81","72","65","60","54","50","46","44","41","37","30","24","20","17","15","13","12","12","","",
"Kenya","KEN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","687","678","671","669","684","698","717","729","741","755","759","765","767","768","751","728","702","680","660","633","605","584","562","540","525","510","","",
"Kyrgyz Republic","KGZ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","82","79","82","89","92","85","78","77","72","74","72","81","82","81","85","90","89","89","89","84","87","81","79","77","76","","",
"Cambodia","KHM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020","955","896","842","789","730","682","633","582","532","484","441","402","367","341","315","284","257","237","217","202","188","178","173","167","161","","",
"Kiribati","KIR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234","232","228","222","215","207","198","190","182","174","166","160","153","146","140","135","128","123","119","114","109","105","101","96","93","90","","",
"St. Kitts and Nevis","KNA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","20","19","19","19","19","18","17","16","16","14","14","15","14","14","13","14","14","15","15","14","13","12","12","11","","",
"Kuwait","KWT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","5","6","7","8","9","9","8","8","7","7","7","6","6","6","6","6","6","6","5","5","4","4","4","4","4","","",
"Latin America & Caribbean (excluding high income)","LAC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142","139","135","132","127","124","122","120","120","113","104","99","97","94","94","92","91","89","88","88","84","81","78","75","72","70","","",
"Lao PDR","LAO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","905","863","819","774","734","695","664","632","602","573","546","519","493","468","444","418","392","366","341","316","294","271","250","230","213","197","","",
"Lebanon","LBN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","71","65","61","57","54","51","49","47","45","42","39","36","33","30","27","24","23","21","20","19","18","17","16","16","15","","",
"Liberia","LBR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","1640","1790","1850","1890","1800","1630","1480","1370","1300","1270","1260","1250","1200","1110","1020","935","890","851","829","811","798","787","762","741","725","","",
"Libya","LBY","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","35","32","29","27","25","23","21","20","18","17","16","14","13","12","11","10","9","9","9","9","9","9","9","9","9","","",
"St. Lucia","LCA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","42","40","39","40","43","46","49","51","52","54","58","62","68","68","67","59","61","58","56","54","52","50","49","49","48","","",
"Latin America & Caribbean","LCN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","131","127","124","120","117","115","114","114","107","99","95","92","90","90","88","87","85","84","85","81","78","75","72","69","67","","",
"Least developed countries: UN classification","LDC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","903","889","879","867","851","832","814","794","774","753","732","711","688","664","639","614","593","575","553","536","519","501","485","468","451","436","","",
"Low income","LIC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","954","942","933","923","908","889","873","854","835","816","796","776","753","727","701","674","652","632","608","589","570","549","532","512","495","479","","",
"Liechtenstein","LIE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","73","72","68","69","70","68","67","60","58","57","47","45","46","44","43","42","39","38","36","35","33","32","32","31","30","","",
"Lower middle income","LMC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545","531","517","505","494","483","472","461","449","435","421","407","391","374","359","343","327","317","303","300","291","280","273","267","262","257","","",
"Low & middle income","LMY","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428","423","420","417","414","410","406","401","395","387","378","368","357","344","331","319","306","297","285","280","272","262","256","249","243","238","","",
"Lesotho","LSO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","629","586","552","527","522","525","538","560","586","615","649","679","704","722","737","746","725","707","668","635","587","555","549","532","513","487","","",
"Late-demographic dividend","LTE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","93","89","85","81","77","74","72","70","67","63","61","59","57","55","53","51","49","47","45","43","40","39","36","35","34","","",
"Lithuania","LTU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","28","29","31","28","26","21","20","18","16","16","14","14","12","12","13","12","11","10","9","11","10","10","10","10","","",
"Luxembourg","LUX","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","13","13","13","13","13","13","13","12","12","13","13","12","12","12","13","12","12","10","11","11","11","11","10","10","10","","",
"Latvia","LVA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","47","48","58","61","54","43","39","37","35","30","29","26","26","23","22","23","23","20","20","19","21","18","18","18","18","","",
"Macao SAR, China","MAC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317","300","285","273","264","257","249","242","235","228","221","214","207","201","196","190","185","179","172","164","153","144","137","131","126","121","","",
"Monaco","MCO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","60","55","55","63","66","61","58","53","52","49","45","43","41","37","39","36","36","35","33","34","25","26","24","24","23","","",
"Madagascar","MDG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","778","761","738","709","676","644","612","584","561","544","536","531","527","522","519","508","495","482","468","453","436","420","402","384","369","353","","",
"Maldives","MDV","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","677","594","505","425","370","340","289","276","244","206","163","149","146","136","114","101","87","93","96","96","87","82","76","70","69","68","","",
"Middle East & North Africa","MEA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166","159","154","149","144","138","133","128","122","117","113","110","107","104","102","100","98","95","93","91","89","87","86","84","83","81","","",
"Mexico","MEX","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","87","87","87","86","85","82","82","83","82","77","69","61","57","54","54","51","50","50","53","45","42","42","41","39","38","","",
"Marshall Islands","MHL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351","345","340","335","331","327","322","317","312","304","295","286","275","264","254","243","232","224","214","212","205","197","192","188","184","180","","",
"Macedonia, FYR","MKD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","13","12","13","14","13","13","12","12","10","11","10","10","10","9","9","8","8","8","7","8","8","8","8","","",
"Mali","MLI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","993","985","967","940","911","892","865","851","841","834","805","777","754","735","714","707","697","674","652","630","617","617","610","601","587","","",
"Malta","MLT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","14","15","14","13","14","15","15","16","16","15","14","14","14","13","13","12","12","11","11","11","11","11","9","9","9","","",
"Myanmar","MMR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","453","436","420","404","389","376","362","349","335","322","308","297","284","273","261","248","237","226","218","210","205","201","195","189","184","178","","",
"Middle East & North Africa (excluding high income)","MNA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181","174","168","163","157","152","146","141","135","130","125","121","118","115","113","110","108","106","103","101","99","97","95","94","92","90","","",
"Montenegro","MNE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","11","11","12","12","12","12","12","13","12","11","11","11","11","10","9","8","8","8","8","8","7","8","7","7","7","","",
"Mongolia","MNG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186","193","201","207","208","205","199","192","184","174","161","147","132","117","105","95","86","80","74","68","63","58","53","49","46","44","","",
"Northern Mariana Islands","MNP","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390","1320","1290","1260","1210","1150","1100","1050","1000","956","915","875","840","804","783","762","741","716","682","646","619","596","563","528","506","489","","",
"Mauritania","MRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","859","848","843","837","827","824","824","819","820","821","813","805","796","781","764","750","745","744","739","734","723","704","682","655","629","602","","",
"Mauritius","MUS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","76","82","74","68","60","50","52","48","43","40","36","35","38","37","39","42","45","46","52","59","51","54","54","54","53","","",
"Malawi","MWI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","957","954","958","948","956","953","952","939","916","904","890","868","839","783","699","648","614","613","629","633","629","618","624","636","638","634","","",
"Malaysia","MYS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","79","75","73","67","68","65","64","60","62","58","56","54","55","53","52","51","48","48","48","48","47","45","43","41","40","","",
"North America","NAC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","11","11","11","11","11","11","12","12","13","13","13","13","13","13","14","14","14","14","14","14","13","13","","",
"Namibia","NAM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","338","335","330","324","323","320","320","324","329","341","352","367","379","387","391","390","371","344","331","321","319","315","299","283","273","265","","",
"New Caledonia","NCL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","873","858","848","839","836","828","823","818","811","805","794","786","774","757","738","723","711","699","679","661","657","635","619","596","574","553","","",
"Nigeria","NGA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1320","1300","1280","1270","1250","1250","1240","1220","1200","1170","1140","1090","1040","986","946","890","884","829","883","867","824","819","821","820","814","","",
"Nicaragua","NIC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173","200","188","204","199","212","220","215","242","205","202","215","204","188","189","190","164","171","167","171","166","153","164","159","154","150","","",
"Netherlands","NLD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","13","13","13","13","13","14","14","13","13","13","12","11","10","9","9","8","8","8","7","7","7","7","","",
"Norway","NOR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","7","7","7","7","7","7","7","7","7","6","7","7","7","6","6","6","6","6","6","5","5","5","5","","",
"Nepal","NPL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","901","851","798","742","693","660","631","611","591","570","548","527","505","482","461","444","425","406","386","368","349","328","308","291","275","258","","",
"Nauru","NRU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","17","16","15","14","15","15","14","13","14","12","13","13","13","13","14","13","13","12","12","13","12","12","12","11","11","","",
"OECD members","OED","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","31","31","31","30","30","29","29","29","29","28","26","24","23","22","21","20","19","18","18","17","16","16","15","15","14","","",
"Oman","OMN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","27","24","22","21","20","20","20","20","20","20","21","21","21","21","20","19","19","18","18","18","18","18","18","18","17","","",
"Other small states","OSS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538","524","510","499","490","479","473","470","470","469","469","468","465","458","448","436","418","399","382","368","354","345","337","331","324","316","","",
"Pakistan","PAK","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","431","418","403","388","375","363","353","342","330","318","306","294","282","271","259","249","239","230","223","217","211","204","197","190","184","178","","",
"Panama","PAN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","98","96","91","85","94","89","96","98","82","82","79","85","88","85","87","88","89","92","94","101","102","101","99","97","94","","",
"Peru","PER","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251","243","234","223","215","206","199","181","168","157","140","126","124","120","121","114","99","95","99","94","92","85","75","72","70","68","","",
"Philippines","PHL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152","134","139","135","121","122","122","119","122","117","124","128","127","125","126","127","127","128","129","131","129","127","126","121","117","114","","",
"Palau","PLW","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470","447","427","405","388","377","371","365","360","353","342","330","318","305","290","277","264","259","258","249","238","231","227","224","220","215","","",
"Poland","POL","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","16","15","14","13","12","11","10","9","8","7","7","6","6","6","5","5","4","4","4","3","3","3","3","3","","",
"Pre-demographic dividend","PRE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1010","1000","991","983","974","959","946","932","915","897","875","854","825","794","764","736","707","692","664","663","646","623","610","596","582","568","","",
"Puerto Rico","PRI","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","25","25","25","24","24","23","23","22","21","20","20","19","19","18","18","17","17","16","16","15","15","15","14","","",
"Korea, Dem. People’s Rep.","PRK","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","63","56","56","65","81","99","116","127","131","128","121","114","109","106","105","104","104","103","100","97","95","91","87","85","82","","",
"Portugal","PRT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","16","15","15","15","15","14","14","13","13","13","12","12","12","11","11","11","11","11","10","11","10","10","10","","",
"Paraguay","PRY","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150","149","149","147","147","147","153","143","143","149","158","157","160","163","181","159","166","148","149","155","139","145","139","136","134","132","","",
"West Bank and Gaza","PSE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","114","111","106","101","96","90","83","78","75","72","70","68","66","64","62","61","60","58","56","54","52","50","48","47","45","","",
"Pacific island small states","PSS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176","170","163","156","150","144","139","134","129","125","120","115","112","108","104","101","99","96","93","91","88","85","83","80","78","75","","",
"Post-demographic dividend","PST","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","14","14","14","14","13","13","12","12","12","12","12","12","11","12","11","11","11","11","11","11","11","11","11","10","","",
"French Polynesia","PYF","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","30","29","29","29","28","26","25","24","24","24","23","23","21","21","21","21","19","17","17","16","15","14","13","13","13","","",
"Romania","ROU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","106","96","87","81","77","73","69","62","56","51","46","44","40","35","33","30","29","29","30","30","30","30","31","31","31","","",
"Russian Federation","RUS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","67","81","88","82","71","62","57","59","57","54","51","49","44","42","36","34","32","30","29","27","26","25","25","25","","",
"Rwanda","RWA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","1290","1300","1290","1270","1260","1260","1230","1130","1070","1020","946","870","770","662","567","534","495","452","411","381","361","336","318","304","290","","",
"South Asia","SAS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558","541","525","508","492","476","460","442","424","406","388","369","350","331","314","296","281","265","252","239","228","218","208","198","189","182","","",
"Saudi Arabia","SAU","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","43","41","38","36","33","30","28","26","25","23","22","21","20","19","18","17","16","15","14","14","13","13","12","12","12","","",
"Sudan","SDN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","744","726","711","690","667","648","627","605","582","562","544","524","504","486","463","440","418","396","376","361","349","339","330","325","318","311","","",
