"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Fiji","FJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.00412095","64.16983253","73.01235535","91.34044731","117.61206525","129.07548214","136.00883055","150.90555496","144.11177545","129.06741951","135.16206564","148.19401283","160.82942974","165.12781996","184.70824972","174.93390925","","",
"France","FRA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2156.483253","2190.79877431","2438.24676854","2999.56738831","3452.43033808","3573.60255337","3693.58429116","4168.03454705","4614.26542956","4523.59455087","4385.42986388","4725.35130424","4447.74643376","4679.11464956","4779.17942801","4026.14717919","","",
"Faroe Islands","FRO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.4108087","189.32039379","177.52577512","218.73342945","234.68196703","270.91293457","256.02891639","270.46917528","299.49654473","338.08445556","371.0398008","387.47970387","377.31737244","363.46136044","379.11195501","394.87728975","","",
"Gabon","GAB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.37049729","127.70721169","132.3782134","169.5849571","185.95723543","187.35042173","204.22667557","240.76776896","257.62783925","263.39789445","216.71412151","274.08999726","236.63051177","274.98907252","245.48532796","197.94471527","","",
"United Kingdom","GBR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1672.52496187","1736.49239054","1964.81108042","2347.64906996","2835.76023128","3017.10436466","3262.57464621","3756.33097448","3615.6175535","3272.64054594","3306.78679188","3501.48329916","3532.05505271","4193.71878042","4566.65015036","4355.80576369","","",
"Georgia","GEO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.90107049","50.79815136","59.08507345","71.91230442","94.03149353","118.65585059","136.78331927","177.24721856","255.91738359","246.97748673","262.52672103","290.41241395","323.00977842","334.91993385","348.82968757","280.91286581","","",
"Ghana","GHA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.85015629","24.84251415","25.40023553","30.83072784","35.1658443","51.24319273","56.99034369","67.49379964","78.44189486","70.70895365","85.54368917","95.92606699","88.99614253","104.62707984","76.75251824","79.5882796","","",
"Gibraltar","GIB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.95452491","16.48102509","19.29929056","18.66372868","17.77384111","13.73113129","12.64381548","18.74588897","18.6329779","18.686462","19.50076044","23.30078358","22.9440726","25.13110881","24.20998981","25.13424009","","",
"Gambia, The","GMB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.00798367","20.11997444","16.57744763","15.2053107","18.05745941","21.21098413","24.01049394","29.68015471","35.96464608","31.7608044","32.28450882","32.1282834","30.98698036","29.88498261","31.01433156","31.87894155","","",
"Guinea-Bissau","GNB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.17351847","18.83120334","15.99691112","20.4598624","27.02982925","26.65665676","26.93103317","32.75365931","39.94322504","35.81578526","33.54942086","37.36944936","31.16447274","32.1737251","43.89107604","39.4753081","","",
"Equatorial Guinea","GNQ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.7635907","57.79962671","31.54472781","47.68063201","68.14841619","79.80082055","187.12357963","232.34005794","300.02959834","278.86323164","262.51626184","289.34601525","311.41807473","349.35123088","337.25505406","279.99814986","","",
"Greece","GRC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","885.41046076","1003.93696002","1163.33169019","1516.47944531","1743.95834205","2032.0535878","2226.55142081","2614.67760004","3007.15075098","2816.12630573","2573.82245252","2353.97067447","1944.82929065","1817.02195796","1715.77059452","1504.75969654","","",
"Grenada","GRD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261.02693686","273.99312635","304.49776907","301.36119025","299.45391152","355.93855714","394.31673609","416.20471378","455.8060803","445.87307066","451.52796309","452.15251892","439.29414004","446.91337042","451.32339477","460.2756196","","",
"Greenland","GRL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.80756349","105.4066064","113.49490328","119.35802256","126.18654993","137.68532097","156.37317743","167.03691646","182.30493083","174.41423831","181.12022315","196.76313812","206.65829408","214.76041475","228.84121573","224.38026443","","",
"Guam","GUM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.45058204","42.62030194","46.74137719","51.08487215","52.81553879","58.87233645","77.57027808","93.91708918","107.25456649","124.9429076","140.57475922","169.02607017","183.04620311","196.4320057","207.21305994","184.45253834","","",
"High income","HIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2361.96517743025","2446.91028743456","2631.52303794725","2991.23089130139","3291.13367758382","3476.18665315235","3652.11527469921","3960.12841346812","4242.30774076451","4312.31757248942","4461.5291886099","4793.23598388218","4812.56552238136","4884.3265020152","5021.07283735485","4874.89944770219","","",
"Hong Kong SAR, China","HKG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.94953567","67.57582942","71.01313759","79.06315791","82.57000986","95.78064438","108.5500822","124.86705348","143.12310451","154.14152416","159.00027043","162.03737262","183.70955726","175.89269834","172.54463798","176.61324708","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8541808463303","16.1092944944688","16.7464675651788","19.4166186137266","22.612980155223","26.002207959904","30.2422416572903","35.8234242231011","40.3878429129913","40.7519307723906","43.268759126627","45.5457627546709","46.1313093703907","49.5719453582045","50.7532665392752","50.5859634555062","","",
"Croatia","HRV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","370.48324372","387.59266343","386.49234363","512.16504167","634.49840482","726.50049978","815.89029238","1041.56553869","1258.98456116","1187.35351593","1125.41369705","1131.13778128","1029.42425269","988.84857658","1005.58969102","852.08864326","","",
"Haiti","HTI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.61171986","26.64746829","21.79095919","18.16031501","23.48988972","24.70739644","28.52183567","42.38186027","50.55632226","57.3187032","68.53236416","78.37832202","76.68530846","58.19069094","58.95661459","53.57394448","","",
"Hungary","HUN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.10856865","359.69697852","473.12821365","682.86588746","798.45365314","895.20333231","893.20292868","1003.25792658","1117.20246088","943.68749732","983.11070446","1063.43207203","961.13840237","990.63091741","1007.02582446","893.65445679","","",
"IBRD only","IBD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.8871894258803","75.3444137514971","76.1397046810075","85.1046992426433","98.7929341430317","116.593215221099","135.395907394717","164.438802215565","198.844446294316","202.782995312313","234.37618620961","270.607180277621","287.34480748712","305.995613407636","315.134719753235","308.08284534897","","",
"IDA & IBRD total","IBT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8444547185299","62.790362379579","63.2445613448793","71.0570905875455","82.180899173419","96.6753556714333","112.252444748687","135.67301091276","163.105840464027","165.610627378417","190.074109288732","217.977441641756","230.329861273669","245.505415122276","252.804672041563","246.558147980704","","",
"IDA total","IDA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7750118010922","15.3497617894476","16.1121775989399","20.0588173314198","22.6473925968599","26.205669310617","31.4153412676506","36.487888811313","41.4548083391148","40.6855577987022","44.6594266324811","47.4610897804657","49.5640953231477","53.5365794738752","57.6550017183615","56.5151700211318","","",
"IDA blend","IDB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8264686290409","17.0864644778359","17.6098412063165","25.0018476819529","27.7096201067259","33.2426139590921","42.2950876795699","47.9795105157164","54.1038586460432","49.5171585890602","56.0260016234897","59.7013152257542","65.5005059419407","72.0260488063404","77.2561722107336","73.9126635165112","","",
"Indonesia","IDN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.64395992","16.72264677","19.30873793","26.0586235","26.5502314","34.78600918","45.36182921","57.05049358","60.66673798","63.90408452","107.49196512","121.47174866","124.47353437","122.04151855","120.07919041","111.76174384","","",
"IDA only","IDX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7372657224584","14.472311489103","15.3769499266818","17.6369417016473","20.1712556038396","22.7677260189484","26.1036419636395","30.8783604123148","35.2783552958358","36.3703094525626","38.9178914922367","41.2678481707183","41.5838498432881","44.0746567326941","47.6245340621634","47.6129509515559","","",
"Isle of Man","IMN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.56432338","19.86275888","20.30065615","22.06719108","25.14221009","27.7514487","29.65160001","35.96347771","37.99359996","38.41241243","45.25077162","48.72283264","49.05140288","56.21882423","57.15113981","63.31774153","","",
"Not classified","INX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1560.95054223","1822.14036138","2190.01781302","2904.40745361","3476.91969934","3936.62396983","4143.44885328","4852.22121457","5616.04839791","5480.83262042","5128.45057985","5229.34390034","4957.45448406","5429.94984655","5516.14353368","4757.11754822","","",
"Iran, Islamic Rep.","IRN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.23736803","93.70489416","104.68413401","115.4462587","141.04258569","173.20654147","197.91383711","245.98967103","299.43993154","367.57558237","440.8524948","524.69162232","519.30359483","413.72777441","382.70589533","365.98222838","","",
"Iraq","IRQ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.15644551","53.50298763","53.59041149","56.67925254","97.2055255","129.69657551","163.14751177","145.4638422","163.42091724","178.93985719","194.78030223","186.87520078","154.47749304","","",
"Iceland","ISL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2866.02980469","2538.00863033","3067.31576201","3936.97675582","4475.17590085","5197.88079882","4994.97505406","5964.06679217","4814.43240326","3656.71938352","3671.4160831","3975.16670523","3852.93317019","4157.79673807","4609.41976175","4375.36945171","","",
"Israel","ISR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1496.87949134","1541.56893038","1387.57676994","1417.60532679","1471.52647018","1537.72748026","1581.03393352","1784.59380572","2129.02427224","2022.89744081","2218.40252632","2419.31466118","2383.42191598","2655.44221405","2889.12168677","2756.11712474","","",
"Italy","ITA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1520.45364184","1585.26995064","1754.25530952","2158.17713138","2561.0306645","2676.48675407","2830.18181379","3088.47009732","3489.98572638","3324.37361956","3214.54628245","3387.57561834","3125.61146776","3195.55328459","3190.08814338","2700.42580027","","",
"Jamaica","JAM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195.53064997","181.13825302","174.94384513","158.35183061","179.45248095","168.89532453","189.04524908","234.91334622","269.90766138","226.75996606","252.35383658","279.74639088","274.13661963","291.60996673","268.57719739","294.26110562","","",
"Jordan","JOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.75150979","170.82683273","174.98801858","172.22847172","185.99973118","195.24574397","204.40320206","229.33424093","296.37770498","331.81964384","308.65789917","317.57780921","309.44220799","293.4598739","301.53771797","257.41551909","","",
"Japan","JPN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2740.46502465","2479.62348101","2404.46680507","2642.03246136","2875.72214132","2883.0832467","2754.15744661","2772.45544805","3213.39880874","3685.82523718","4060.19008346","5087.10220052","5212.06938004","4336.14994683","4099.46507982","3732.56226583","","",
"Kazakhstan","KAZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.54331498","51.12125287","58.9409828","75.32142822","111.53816525","149.97945675","192.80514693","211.29375721","304.99852836","295.53555287","363.90600784","393.64565459","464.12072248","491.94951244","459.24951769","379.07636534","","",
"Kenya","KEN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.20380056","21.71064291","21.81258671","22.57868766","23.21128171","26.27694485","32.40151802","42.19589873","44.33673174","48.9815055","61.91234767","54.77529974","65.34393673","69.85223012","72.98606376","70.06302021","","",
"Kyrgyz Republic","KGZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.29035324","13.16226943","14.77491574","22.3265869","27.23736869","36.11369779","45.94963004","50.79243196","64.3836884","61.29603044","62.59442546","80.59436468","100.77798831","105.66017498","107.50615052","92.07670398","","",
"Cambodia","KHM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.32120027","21.13686132","22.81817161","28.11784387","32.00490822","33.44829202","32.02898409","30.96544918","49.23015402","55.98244138","54.45417894","66.21792342","69.06166782","70.08952996","67.86517096","69.58503779","","",
"Kiribati","KIR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.88175575","89.25641907","96.73224543","108.23131729","140.24075498","139.88587382","135.03838776","156.80725639","201.51155427","177.17101523","139.88841386","148.8535291","153.67261763","161.54202986","161.38905388","108.38028845","","",
"St. Kitts and Nevis","KNA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439.66432147","461.44645438","482.317981","487.10632454","535.43826857","571.39567108","694.49582417","720.99765419","809.17375251","810.4221573","784.80781583","829.86408263","796.95615191","834.75542021","896.80971823","906.99854248","","",
"Korea, Rep.","KOR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473.916029","505.58401577","555.20515381","670.40683865","753.39771087","937.1442538","1137.59912836","1295.50832064","1184.51126815","1162.13580113","1436.75407064","1585.35306579","1646.86193819","1796.93887363","1995.74680583","2012.74409472","","",
"Kuwait","KWT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462.58906924","596.69144116","635.41626222","713.15625308","742.30079244","843.89592687","962.56469331","976.8039702","1074.29727943","1454.54627202","1061.36561692","1263.8207364","1319.25445408","1251.39153973","1375.00339505","1168.82847829","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.354438664659","232.813880618852","225.197708919716","232.864004359246","263.110548150262","314.866813099769","369.352936052047","438.798297543194","500.903503415683","496.370037721814","590.547327879426","653.234264929333","638.646246166537","653.573189385524","675.424279658202","584.06254399333","","",
"Lao PDR","LAO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.45117341","14.56845517","13.44366785","17.92297916","20.73092314","22.83254093","24.95304818","24.7830279","26.37212587","36.69362719","34.98007331","27.51471885","32.98599447","44.1285816","46.37335713","52.98525778","","",
"Lebanon","LBN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569.09689711","544.4817531","494.92768438","456.47955771","438.12662273","407.02606462","470.0803586","520.05054801","553.72472444","592.99280128","659.3505459","711.58432504","713.55627715","676.45477042","654.89953984","645.1717088","","",
"Liberia","LBR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0073773","6.41993329","5.15606312","4.61851916","11.75084989","14.34478729","14.44995412","21.57796337","25.59430642","32.08361643","32.67554342","39.97556887","38.5291602","41.62495422","64.63458129","69.29014961","","",
"Libya","LBY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","244.77279338","254.03508548","181.10297323","189.84369984","201.96025865","212.27374528","234.96736754","275.6831191","321.44652659","355.65957145","400.51177365","312.59110353","","","","","","",
"St. Lucia","LCA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245.89880067","249.60152375","257.88160857","276.74490581","301.56924404","318.91819931","346.29684216","412.35763615","424.76693393","425.03204756","476.50820384","505.91432123","516.19637597","544.73154229","454.2952395","481.62628627","","",
"Latin America & Caribbean","LCN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257.757812078561","251.619500826365","224.447573478936","237.823515325902","269.697679460509","323.682235470035","378.596935793824","449.173091649146","515.246011154121","512.78470700186","609.823038151002","677.983628154438","673.028846594148","694.481433141504","707.547420333917","636.496060256875","","",
"Least developed countries: UN classification","LDC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.935214836591","11.892372985287","12.8413532269156","14.8749961408567","17.5817310676437","19.8036023406524","23.2056612957453","27.5944331735415","32.1282088309659","32.9783499516935","34.6317037537215","37.6176873929116","38.0663674588347","41.4915480397889","45.3382810868197","44.7946494565241","","",
"Low income","LIC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5043046031849","13.8931031941605","14.6733107817942","16.6016053956355","18.9058648092551","20.854384799053","23.6339281982133","27.3501106169104","31.1524154228752","31.8084723574591","35.1187155505911","35.4193334799437","36.0869731137204","36.443113811362","39.4807332627459","37.2333230137574","","",
"Liechtenstein","LIE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.97570468","33.86191197","35.27444705","35.93556236","41.86389813","47.25634695","53.59468118","59.43868076","72.42592243","77.50253497","83.44040315","94.72251841","87.30595932","100.39295166","109.82782667","117.86739493","","",
"Lower middle income","LMC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6793487377609","22.5874443328762","23.2755833034743","26.7435248543716","30.0428329525446","35.0846438053817","40.6351735382086","48.5444865875607","54.2072117211922","54.0012020151772","63.8745211616497","70.2664652651265","74.1696270406956","80.4441675078008","80.8083007554896","81.706911569843","","",
"Low & middle income","LMY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9764555195132","56.8347658840462","59.2372265277767","66.3096345970039","76.6817755945916","90.055234172353","104.823533742908","126.678642097193","151.795974764003","155.242330565413","178.591165519084","205.448131579093","217.735465692288","232.011751939684","240.045912698666","233.50785932161","","",
"Lesotho","LSO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.54430168","28.20800176","23.83827213","35.66432994","44.32208444","44.19095309","51.72047224","68.2398431","72.1477566","82.77605893","79.71178656","102.60650736","102.52765547","98.43654719","103.03810473","90.85011948","","",
"Late-demographic dividend","LTE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1884163176707","89.6514882463013","95.864490898402","107.246061612341","125.682341542984","150.569447672106","179.562044663882","223.105227516087","282.437123031123","293.025107810743","333.121678146802","395.963155819155","425.230293959994","462.040916033579","486.225109372545","468.731598538287","","",
"Lithuania","LTU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","204.39205708","212.26774805","256.58206346","342.47701535","366.89500013","438.58186728","536.16491896","704.16675268","936.60044255","864.71459045","805.05589344","925.10718085","897.02258174","959.15061688","1018.93407761","923.27482019","","",
"Luxembourg","LUX","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2894.01093386","3106.1388534","3583.46981176","4596.06103096","5601.10090613","5817.07068343","6066.41632156","6661.91620526","7547.58084763","7639.63727141","7451.57472053","7165.35372097","7096.70351845","7535.91272967","7557.22413268","6236.00083787","","",
"Latvia","LVA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258.77792268","292.89247118","339.72340403","402.70444608","565.29911201","632.95112306","794.22684179","1155.0432783","1308.02975617","1058.61599731","972.90414828","1074.69536989","1068.93539258","1151.03273751","1224.8312203","783.84565744","","",
"Macao SAR, China","MAC","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.58208131","55.84341273","63.39969074","79.44081001","93.43574485","97.32471002","109.87316466","137.26927064","155.24320404","169.62730392","168.66401168","176.86514593","169.48916865","178.37499826","181.38443928","159.77302509","","",
"Monaco","MCO","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1410.94715588","1436.01245831","1569.30957188","2229.67274945","2585.01358081","2632.58749459","2690.29118148","2989.08275974","3476.53624887","3397.7677447","3369.75291327","3533.55459659","3397.88534491","3711.6539293","3865.56880981","3315.81690075","","",
"Moldova","MDA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.54646872","24.86751113","32.53888306","38.43967217","64.61060005","79.33216574","100.10839652","135.43037412","186.40768646","208.5350175","198.27400634","215.00455387","223.63189067","231.66026524","230.76679166","186.43476094","","",
"Madagascar","MDG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.14799085","15.9796437","15.40772492","15.20235645","13.53659308","15.14689405","16.38048182","19.94551215","21.78643476","21.12965292","22.15276623","22.75482694","16.8744002","18.63516343","22.07173841","21.0450533","","",
